artists,track_name,popularity,profile,pca_1,pca_2
Bathory,Hades,44,Intenso y oscuro,-0.8678,-2.3825
Noah Powa,Drop,40,Bailable y positivo,1.9481,1.5439
Wilkinson;Wretch 32;Nu:Logic,Flatline - Nu:Logic Remix,17,Intenso y oscuro,0.491,-0.1084
Emperor,Of Blindness And Subsequent Seers,16,Intenso y oscuro,-0.9379,-4.0991
Diante do Trono;Ana Paula Valadão,O Cheiro das Águas - Ao Vivo,42,Acústico y calmado,-2.2985,0.2518
DJ Icey;Rae Ann,How Long (VIP Dub),14,Bailable y positivo,0.805,0.2639
Josh Groban,London Hymn,20,Acústico y calmado,-3.4926,-0.9972
Limp Bizkit,My Way,73,Directo y hablado,1.5645,-1.2373
Linn da Quebrada,Bomba Pra Caralho,22,Bailable y positivo,1.1337,0.8054
Scar Symmetry,The Three-Dimensional Shadow,23,Intenso y oscuro,1.1624,-1.4115
Stanton Warriors;Tony Quattro,Get Low (feat. Eva Lazarus),16,Intenso y oscuro,0.9263,-1.1114
Nickelback,When We Stand Together,67,Bailable y positivo,1.4548,0.1604
Carlos Di Sarli,Bar Exposición,20,Acústico y calmado,-1.2633,1.6784
Secret Agent 23 Skidoo;Juan Holladay,New Wind,8,Bailable y positivo,1.4952,1.332
SHIKI THEATRE COMPANY,クリストフ・ララバイ,18,Acústico y calmado,-1.3908,0.154
Johann Sebastian Bach;English Baroque Soloists;John Eliot Gardiner,"Christmas Oratorio, BWV 248 / Part Two - For The Second Day Of Christmas: No. 10 Sinfonia",0,Acústico y calmado,-3.8255,0.1604
Kyoko Koizumi,迷宮のアンドローラ,28,Bailable y positivo,1.0929,0.3472
Yuvan Shankar Raja,Adi Yendi Pulla,44,Bailable y positivo,-0.0316,0.8307
Broilers,Wir waren hier,34,Bailable y positivo,-0.0034,0.382
J Balvin;Pharrell Williams;BIA;Sky,Safari,0,Bailable y positivo,0.7592,0.7859
Last Days Of Humanity,Necrotic Eruption,12,Intenso y oscuro,-1.0282,-2.4884
TWICE,CHEER UP,66,Intenso y oscuro,1.0027,-0.2652
Roberto Goyeneche,Naranjo en Flor,24,Directo y hablado,-0.4392,-1.7848
for KING & COUNTRY,RELATE,55,Bailable y positivo,0.6376,-0.2417
Glass Spells,Shattered,21,Intenso y oscuro,0.6295,-0.1501
Charlie Puth,Light Switch,2,Bailable y positivo,1.7209,0.9954
Culture Shock,Protection,17,Intenso y oscuro,0.7685,-0.8958
Beshenitar,Anomic Ritual,1,Intenso y oscuro,-0.0263,-3.2705
Linn da Quebrada;BADSISTA,mate & morra,29,Bailable y positivo,1.0793,0.5442
Mansfield.TYA,"Des coups, des coeurs",29,Bailable y positivo,1.0638,0.8777
NJ,Padayappa & Supran,28,Bailable y positivo,1.2485,0.8151
Iron Lung,Paralyzed Words,14,Intenso y oscuro,-0.1184,-2.8298
Thy Art Is Murder,Reign of Darkness,57,Intenso y oscuro,0.4022,-2.0998
Toca do Vale;Balanço do Forró,Menininha - Ao Vivo,37,Directo y hablado,1.8022,-1.3526
Marek Hemmann,Bali,41,Intenso y oscuro,-0.0445,-1.4872
Tyler Ward;Lindsey Stirling;Kina Grannis,The Scientist,47,Acústico y calmado,-1.6145,-0.0975
Danny Burstein;Jessica Hecht,Do You Love Me?,20,Acústico y calmado,-2.3714,0.307
Ana Torroja,Hijo de la Luna,28,Bailable y positivo,-0.0754,1.3732
Deicide,In the Minds of Evil,46,Intenso y oscuro,0.4678,-1.447
Leon Lai,我的真心獻給你,20,Acústico y calmado,-1.3216,0.6529
New Order,Age of Consent - 2015 Remaster,66,Intenso y oscuro,1.0501,-0.5213
White Noise Baby Sleep;White Noise for Babies;White Noise For Baby Sleep;Natural Sounds;Nature & Sounds Backgrounds,The Early Morning Rain,39,Intenso y oscuro,-1.9223,-4.0085
Tiësto;SWACQ,The Business - SWACQ Remix,42,Bailable y positivo,0.6868,0.5176
menores atos,Devagar,32,Bailable y positivo,0.8521,0.2461
MC L da Vinte;MC Gury,Parado no Bailão,69,Bailable y positivo,0.6338,1.212
PERMEATE,Shindo,0,Acústico y calmado,-2.4847,0.3169
Smartface,Mind Outside,12,Acústico y calmado,-1.1428,0.4493
Divididos,Cabalgata Deportiva,36,Intenso y oscuro,1.1503,-1.0982
Galy Galiano,El Mal Marido,30,Bailable y positivo,-0.4924,1.0043
Raghav Chaitanya,Lamhe,44,Acústico y calmado,-1.9286,0.9249
Stupeflip;Tanguy P,Les monstres,33,Bailable y positivo,0.3195,0.2978
Miso Colt,City Lights Spell Your Name,46,Acústico y calmado,-1.6333,1.2389
The Brobecks,Better Than Me,67,Intenso y oscuro,0.0719,-0.465
George Jones,Who Will I Be Loving Now,14,Acústico y calmado,-1.4203,1.9456
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,"Verdi: Aida, Act 1: ""Mortal, diletto ai numi"" (Ramfis, Sacerdoti)",22,Acústico y calmado,-2.769,0.3338
Bucovina,"Da-Mi Mana, Toamna",20,Intenso y oscuro,-0.8617,-3.1835
Pritam;Sukhbir;Soham Chakrabarthy;Sameer,Dil Laga Na,47,Bailable y positivo,1.5828,0.3323
Israel Novaes;MC Teteu,Convite - Ao Vivo,41,Bailable y positivo,2.0857,0.6761
Martin Garrix,Yottabyte,48,Bailable y positivo,0.596,0.2307
Piotr Wiese,Waiting for You,57,Acústico y calmado,-3.6025,0.29
The Red Chord,Lay The Tarp,19,Intenso y oscuro,0.8118,-1.9903
Black Label Society,In This River,52,Intenso y oscuro,-0.7729,-0.0283
Dejw,Dołeczki - Radio Edit,35,Bailable y positivo,2.2616,0.9474
Ludovico Einaudi,L'Origine Nascosta,50,Acústico y calmado,-4.2333,0.0304
"Sarah, the Illstrumentalist",Q Bounce,8,Bailable y positivo,0.3705,0.4214
DrefQuila,Túnel,41,Bailable y positivo,0.3567,0.9492
Kidz Bop Kids,Ghostbusters,0,Bailable y positivo,1.7552,0.4843
Taty Girl,Fim de Noite - Ao Vivo,45,Intenso y oscuro,0.4372,-0.6442
Ayria,Underneath the Water,23,Bailable y positivo,1.8349,0.4212
John Legend,You Deserve It All,0,Intenso y oscuro,0.3302,0.1406
Iliza Shlesinger,Women's Restroom,21,Directo y hablado,1.7981,-1.9684
Extreme,More Than Words,0,Acústico y calmado,-1.187,0.8958
cadode,kaika,50,Bailable y positivo,0.028,0.2708
Jéssica Augusto,Poderoso Ele É (Ao Vivo),31,Directo y hablado,0.4895,-3.1452
Beatcrooks,Middelvingers (ApresSki met Mie Anthem 2015),28,Intenso y oscuro,1.4682,-0.6874
Osibisa,Ojah Awake,9,Bailable y positivo,0.9568,0.5931
Bahadır Sağlam,Çaresiz Şehir,38,Intenso y oscuro,-0.5814,0.0201
PH e Michel,Paradeiro,43,Bailable y positivo,1.4023,0.1214
Bella Poarch,Dolls,0,Bailable y positivo,1.1697,0.3058
Carlo Boszhard,Die tijd van het jaar (Reprise),27,Acústico y calmado,-3.0762,0.5655
Jason Derulo,Want to Want Me,1,Bailable y positivo,1.3045,1.0314
Leo Jaime,Gatinha Manhosa - Remasterizado,45,Acústico y calmado,-0.6336,1.9651
Nikolai Erdenko,"О, день",0,Acústico y calmado,-0.808,0.5233
Flora Matos,17 MINA,45,Bailable y positivo,1.2217,1.1155
Meditation Rain Sounds;Massage Tribe;Perfect Meditation;Relaxing Water Sounds,Angelin Song,0,Directo y hablado,-1.4228,-2.9414
El Último De La Fila,Como un burro amarrado en la puerta del baile - 2008 Remastered Version,56,Bailable y positivo,1.7912,0.5336
Şanışer;Sokrat St,Bu Sabah,40,Bailable y positivo,0.8146,1.0056
MC Hariel,Muito Sagaz,55,Bailable y positivo,-0.2479,0.0641
Balbi El Chamako;ITHAN NY;Galee Galee;Simon la Letra,Llegamos a la Disco,44,Bailable y positivo,1.9543,1.0518
Vadim Kozin,Tvoi glaza zeljonye,0,Acústico y calmado,-1.6505,0.3117
Axis Of Despair,Pawn Sacrifice,11,Intenso y oscuro,-0.8441,-2.9407
MC STAN,I'm Done,58,Bailable y positivo,-0.502,1.3784
Burna Boy;Stormzy,Real Life (feat. Stormzy),64,Intenso y oscuro,0.3071,-0.2324
MC 張天賦;Kaho Hung,Frenemy,58,Bailable y positivo,-0.4376,1.1
Hank Williams;Drifting Cowboys,Honky Tonk Blues,26,Bailable y positivo,-0.2595,2.6615
Georges Bizet;Orquestra Simfònica de Barcelona i Nacional de Catalunya;Pablo González,L’arlésienne Suite No. 2 (Arr. E. Guiraud): I. Pastorale,21,Acústico y calmado,-4.332,-0.1367
Nelson Ned,El Preso No. 9,41,Acústico y calmado,-0.7839,1.0152
Marie-Flore,Mon coeur y va bien,33,Bailable y positivo,0.5357,0.9737
Fresno,Porto Alegre,44,Intenso y oscuro,-0.034,-1.5442
Murdock,Ruby Moon,19,Intenso y oscuro,0.8523,-0.233
Jorge Drexler,Aquellos tiempos,29,Bailable y positivo,-0.3197,1.1102
The Clash,Should I Stay or Should I Go - Remastered,80,Bailable y positivo,2.0576,0.251
The Cowboys,Some Things Never Change,21,Intenso y oscuro,0.1206,-1.3441
Daughtry,Crawling Back To You,50,Intenso y oscuro,0.3138,-1.4161
Aries,RIDING,60,Bailable y positivo,1.2201,0.8124
Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),90,Intenso y oscuro,0.3624,0.0573
Zeca Pagodinho,Naquela Mesa - Ao Vivo,44,Directo y hablado,0.5178,-0.8385
Fairlane;Kala,Lights Out,0,Intenso y oscuro,0.9768,-0.9335
Pritam;Shahid Mallya;Sunidhi Chauhan,"Radha (From ""Jab Harry Met Sejal"")",46,Bailable y positivo,1.6295,0.8016
Beddy Rays,Coffee Stops,31,Intenso y oscuro,0.6996,-1.1518
Charly García,Filosofía Barata y Zapatos de Goma,37,Intenso y oscuro,-0.5458,0.2165
Kyle Kinane,Bonus: at Budokan,20,Directo y hablado,0.8937,-0.0282
Dj GM;Mc Lele JP;Love Funk,Ninguem Ofusca,42,Acústico y calmado,-0.5452,0.3383
Kyary Pamyu Pamyu,チェリーボンボン,50,Bailable y positivo,1.7051,0.6937
Toronto Is Broken,Spirit Song 2012 - Original Mix,8,Intenso y oscuro,0.1853,-1.0879
Big Pun;Joe,Still Not a Player (feat. Joe) - Radio Version,71,Bailable y positivo,1.9424,1.6603
Max e Luan,Mendigando Amor - Ao Vivo,37,Directo y hablado,0.4855,-0.3446
Strawberry Guy,F Song,72,Acústico y calmado,-1.5764,-1.3462
CPM 22,Ditados,37,Intenso y oscuro,1.2484,-1.0409
Ken Yokoyama,4Wheels 9Lives,31,Intenso y oscuro,1.0174,-1.2862
HVDES;sharks!,When I'm Alone,51,Intenso y oscuro,-0.1165,-0.0612
Finding Hope,No Matter What,44,Acústico y calmado,-2.6224,1.1058
The Plot In You,THE ONE YOU LOVED,54,Intenso y oscuro,0.9574,-0.3855
Os Barões Da Pisadinha,Já Que Me Ensinou a Beber,45,Bailable y positivo,1.7657,1.7473
Ponto De Equilíbrio;Tati Portella,Mais Amor,45,Bailable y positivo,0.5104,1.1198
The Mamas & The Papas,"Monday, Monday - Single Version",61,Directo y hablado,-0.4002,0.3808
Linkin Park,No More Sorrow,48,Intenso y oscuro,1.1197,-0.6935
ChuChu TV,Mary Had a Little Lamb Song,35,Bailable y positivo,1.7645,1.9705
Zanger Kafke,Ieder Weekend (Sorry Ma),30,Bailable y positivo,1.3301,0.5778
Robert Hood,Protein Valve - Edit 1,8,Intenso y oscuro,-0.1632,-1.3347
Jairo Vera,Otra Vez,44,Bailable y positivo,0.8397,1.2004
Gabriela Gomes,Vinde A Mim,48,Intenso y oscuro,-0.5582,-0.7422
Mavado,Pon Di Gully (Born & Grow),20,Directo y hablado,1.6227,-1.1166
Kochetkovv,It Won't Hurt,58,Bailable y positivo,0.1835,1.886
OneRepublic,Ships + Tides,48,Acústico y calmado,-2.3551,-0.0651
David Holmes,$165 Million + Interest (Intro) The Round Up,35,Intenso y oscuro,-0.7487,-1.4069
PartyfrieX,Allemaal Voor Jou,23,Directo y hablado,2.7181,-1.0509
İlhan İrem,Sen Bilirsin,34,Bailable y positivo,0.5669,0.211
Against The Current,Wildfire,0,Intenso y oscuro,1.0167,-0.567
Clayton & Romário,Cachorro Caramelo - Ao Vivo,52,Bailable y positivo,0.7569,-0.0022
Yonder Mountain String Band,Must've Had Your Reasons,22,Directo y hablado,1.1523,-0.4867
Cristina Mel,Tudo por Você,38,Intenso y oscuro,-0.3912,0.0355
Wolfgang Petry,"Bronze, Silber und Gold - Live",26,Intenso y oscuro,0.6889,-1.1899
Wormrot,Behind Closed Doors,37,Directo y hablado,0.4451,-3.1874
BiSH,身勝手あいにーじゅー,24,Intenso y oscuro,0.6687,-1.1935
George Lopez,Sex Talk,22,Directo y hablado,0.8552,-2.226
Fairport Convention,Who Knows Where The Time Goes?,52,Acústico y calmado,-2.2163,1.2019
Miso,Take Me,55,Bailable y positivo,-0.4022,1.2505
Paweł Szymański;Pola Pilat;Piotr Polk,Strasznie już być tym królem chcę,30,Directo y hablado,1.2859,-0.7901
Steely Dan,Rikki Don't Lose That Number,27,Bailable y positivo,-0.178,1.5007
Jussi Björling;RCA Victor Orchestra;Robert Merrill;Renato Cellini,Les Pecheurs des Perles: Au fond du temple saint (Rec. 1951),20,Acústico y calmado,-3.6925,-0.9602
Alphaxone,Water Moon,7,Acústico y calmado,-4.3077,-0.8732
Agam,Manavyalakinchara (Mist of Capricorn),44,Intenso y oscuro,-0.5668,0.3961
Timothy Infinite,Salmon Benedict,48,Directo y hablado,-1.0824,-0.2802
Kyle Kinane,Mustard,31,Directo y hablado,1.0551,-1.8633
Dúo Hnos. Gaitán Castro,Nuestra Promesa,24,Bailable y positivo,0.0181,1.3717
Ion Miles;BHZ;Monk,Eistee Zitrone (feat. Monk),40,Directo y hablado,2.2998,-0.186
Kyoko Koizumi,木枯しに抱かれて,42,Bailable y positivo,1.1378,0.4008
Barış Manço,Sahilde,28,Directo y hablado,-0.4145,-0.0626
Ivete Sangalo;Vanessa Da Mata,Tudo Bateu,37,Bailable y positivo,1.5265,0.1714
Ludovico Einaudi;Daniel Hope,Petricor,55,Acústico y calmado,-3.7284,-0.7141
Alkaline,Inna Yuh Belly,21,Bailable y positivo,2.1572,0.6506
Fuel,Shimmer,36,Intenso y oscuro,0.6827,-0.5565
Maneva,Epitáfio - Ao Vivo,45,Bailable y positivo,0.2461,1.4731
Jasleen Royal,Nit Nit,65,Acústico y calmado,-1.6998,0.4267
Elephant Man,Pon De River Pon De Bank,24,Bailable y positivo,1.8788,0.6425
Serph,A Whole New World,15,Intenso y oscuro,-1.1394,-0.799
Roberto Goyeneche,El Dia Que Me Quieras,19,Acústico y calmado,-1.7961,0.3069
Thiago Soares;Grupo Menos É Mais,Absoluta / Que Dure para Sempre / Interfone / Quando É Amor,41,Bailable y positivo,0.3311,1.8817
Jerry Rivera,Suave,30,Bailable y positivo,1.0645,0.2753
Ray Price,Crazy Arms,16,Acústico y calmado,-0.7128,1.8019
Kite,Wishful Summer Night - Live at the Royal Opera,24,Intenso y oscuro,-0.2005,-1.3939
The Neighbourhood,Void,68,Intenso y oscuro,0.0196,-0.0865
Heidi Ruud Ellingsen;Espen Grjotheim;Nils Jørgen Kaalstad;Anders Bye,Fyll ditt sinn med kjærlighet,22,Acústico y calmado,-1.6423,0.8617
D.O.D;Carla Monroe,Still Sleepless,69,Bailable y positivo,0.9492,0.1967
Péricles,Ninguém Ama (Ao Vivo na Fonte Nova),43,Directo y hablado,0.9508,-0.7479
Mihalis Safras,Dirty Freak,16,Bailable y positivo,2.173,1.1571
Chris Tomlin,Indescribable - Arriving Album Version,49,Intenso y oscuro,0.2213,-0.7124
Eddie Santiago,Moría De Las Ganas,36,Bailable y positivo,0.9851,1.8614
Kids Dance Party,Chicken Dance,42,Bailable y positivo,0.6497,1.4565
Alemão Do Forró;Os Gargantas De Ouro,A Boazona,39,Bailable y positivo,1.3427,1.5081
Rammstein,Keine Lust,62,Intenso y oscuro,0.7506,-1.0433
Los Fabulosos Cadillacs,Contrabando de Amor,41,Bailable y positivo,2.0094,0.293
Jacky Cheung,還是覺得你最好,45,Acústico y calmado,-0.9706,0.4181
Nicola Porpora;Simone Kermes;La Magnifica Comunità,Polifemo: Alto Giove,20,Acústico y calmado,-3.6705,0.2899
Mariano Barba,Me Gustas,43,Acústico y calmado,-0.6665,1.4999
Official HIGE DANdism,Laughter - LIVE,24,Directo y hablado,0.4645,-2.175
Carlos Di Fulvio,Campo Afuera,26,Bailable y positivo,-0.4626,1.7268
Jinny Ng,"光陰飛逝時 - 劇集 ""異搜店"" 主題曲",25,Acústico y calmado,-1.389,1.0694
Nora En Pure,Aquatic,53,Directo y hablado,-0.0009,-2.937
Aline Barros;Christine D'Clario,Redención (Redenção),44,Intenso y oscuro,-1.0214,-1.143
Pink Floyd,Eclipse,62,Intenso y oscuro,-1.4851,-1.382
Jubin Nautiyal;Gourov Dasgupta,"Tu Banke Hawa (From ""Dhokha Round D Corner"")",56,Intenso y oscuro,-1.0692,-1.1314
Mingmei Hsueh,Itsy bitsy spider,69,Acústico y calmado,-3.5278,0.7907
HKT48,3ー2,21,Bailable y positivo,1.1691,-0.0531
Aztec Camera,Somewhere in My Heart,23,Bailable y positivo,1.0229,0.461
Mephorash,Relics of Elohim,16,Intenso y oscuro,-0.6696,-2.0887
Masaki Suda,虹,62,Intenso y oscuro,0.0523,-0.3191
Sonny Lim,Punahele,23,Acústico y calmado,-2.9126,0.9656
D'banj,Shoulda,0,Bailable y positivo,1.4792,1.5586
Stephan Bodzin;Ben Böhmer,Lll - Ben Böhmer Remix,35,Intenso y oscuro,-1.103,-0.6223
Pritam;Sonu Nigam;Amitabh Bhattacharya,"Kahani (Sonu's Version) [From ""Laal Singh Chaddha""]",55,Acústico y calmado,-1.6126,0.7967
alva noto;Ryuichi Sakamoto,Glass,10,Acústico y calmado,-3.3333,-0.8076
Miranda!,Horoscopo,33,Bailable y positivo,2.088,0.4705
Blake Rules;Netherfriends,Drink More Water,8,Directo y hablado,1.2654,-0.2151
Mukeka di Rato,Cachaça,29,Directo y hablado,0.9547,-3.3291
Floyd Cramer,A Walk In The Black Forest,18,Acústico y calmado,-1.2249,1.0
Charlie Brown Jr.;MV Bill,Sem Medo Da Escuridão,34,Bailable y positivo,1.3746,0.1328
Leonardo;Eduardo Costa,Borbulhas de Amor (Tenho um Coração) - Ao Vivo,45,Directo y hablado,0.9432,-0.728
José Carreras,Stille Nacht (Silent Night),0,Acústico y calmado,-3.7909,-0.582
Lacuna Coil,Veins of Glass,22,Intenso y oscuro,0.439,-0.565
Pritam;Sonu Nigam;Shilpa Rao,Allah Maaf Kare,60,Bailable y positivo,1.4227,0.9935
Hooverphonic,Eden - Live at Koningin Elisabethzaal 2012,41,Directo y hablado,-1.6732,-1.8622
Fountains Of Wayne,Sink to the Bottom,50,Bailable y positivo,1.0879,-0.0749
Orlando Voorn,Tenderness - Late Night Dub,5,Bailable y positivo,1.5336,0.8956
C-Ro;Don Bnnr;Lazy Panda,Light Comes Up,20,Intenso y oscuro,0.5591,0.0808
Tiësto,Red Lights,66,Bailable y positivo,1.2454,0.1203
MC Guto VGS;MC Pê Original;MC Neguinho R;DJ Andrômeda,Vai Descendo Com Cara de Malvadona,0,Bailable y positivo,0.6997,0.3818
Gerry & The Pacemakers,You'll Never Walk Alone,58,Acústico y calmado,-0.981,-0.0824
Finding Hope,More & More,55,Acústico y calmado,-0.8829,2.0203
Spiritbox,Rotoscope,20,Intenso y oscuro,0.9605,-0.4779
BTS,Airplane pt.2,60,Bailable y positivo,1.9309,1.1248
Tube & Berger;Goatchy,All I Want (feat. Goatchy),48,Intenso y oscuro,-0.442,-0.8103
Sissel;Odd Nordstoga,Jul i svingen,22,Intenso y oscuro,-0.566,-0.2617
Otnicka,Babel,60,Bailable y positivo,-0.5843,0.709
Miss Melodee,Click Your Troubles Away,8,Bailable y positivo,1.4761,0.8973
Abraham Mateo;50 Cent;Austin Mahone,Háblame Bajito,46,Intenso y oscuro,0.5501,-0.1653
Crowd Lu,幾分之幾 - 電影<花甲大人轉男孩>主題曲,56,Acústico y calmado,-1.1872,1.0554
Don Omar,Salió El Sol,1,Bailable y positivo,2.0536,1.8798
Agua Mantra,Eternidad,22,Acústico y calmado,-3.6189,-0.3804
Los Tres Caballeros,Regalame Esta Noche,23,Acústico y calmado,-0.746,2.1563
Hunter Foster,Favorite Places,22,Acústico y calmado,-2.3959,0.9872
Mouse On Mars,Saturday Night Worldcup Fieber,19,Bailable y positivo,1.0005,0.1377
BIGBANG,BANG BANG BANG,68,Bailable y positivo,1.2887,-0.4918
Thiago Jhonathan (TJ),Nasa,39,Bailable y positivo,1.85,0.4076
Kozah,Haha,36,Intenso y oscuro,0.7907,-1.3812
Slippy;London Thor,Dawn,49,Intenso y oscuro,-0.1699,-1.123
Adam Mitchell;Stanley Tucci;Ewan McGregor;Gugu Mbatha-Raw;Ian McKellen;Emma Thompson;Emma Watson;Audra McDonald;Clive Rowe,Days In The Sun,55,Acústico y calmado,-2.6316,0.2985
Wolfgang Amadeus Mozart;Danielle Laval,"12 Variations on an Allegretto in B Flat, K.500: 8. Variation VII",4,Acústico y calmado,-3.1069,1.2986
KMFDM,Me & My Gun,23,Intenso y oscuro,0.5969,-0.851
Bleed From Within,I Am Damnation,49,Intenso y oscuro,0.6287,-1.045
Andrew Gold;Greg Prestopino,Gimme A Smile (The Pumpkin Song),0,Bailable y positivo,-0.2477,2.2466
Haruhiko Joh;Ben Hiura;Tomie Kataoka,Be Prepared - Japanese Version,24,Bailable y positivo,-0.4001,0.6409
Los Loud Jets,Hermosa Laura,40,Acústico y calmado,-0.8037,0.5922
Within Temptation,Ice Queen - Live,25,Intenso y oscuro,-0.1106,-1.4939
Jonathan Lee,鬼迷心竅,46,Acústico y calmado,-1.008,0.1454
Blake Rules;Netherfriends,Walking My Dog,7,Bailable y positivo,0.7203,0.8381
Blake Shelton;Gwen Stefani,Happy Anywhere,0,Bailable y positivo,0.8832,0.5982
JDS;Shadow Child,Nine Ways - Shadow Child Remix,10,Intenso y oscuro,-0.1246,-1.6811
Official HIGE DANdism,Shower - LIVE,24,Directo y hablado,-0.0105,-1.3135
Lehmber Hussainpuri,Sadi Gali,64,Bailable y positivo,2.1708,0.2423
Vybz Kartel;Don Richie Music;Mark Topsecret,UNDISPUTED CHAMPION,18,Bailable y positivo,1.9217,0.2351
Mos Def,Mathematics,62,Bailable y positivo,2.1043,0.7522
Casuarina;Moinho,Rosa Morena,44,Directo y hablado,0.7204,-0.547
Mastifal,Rock para el negro Atila,22,Intenso y oscuro,1.2139,-0.9182
Il Volo,Non Farmi Aspettare,22,Acústico y calmado,-1.8971,-0.1885
Sigma,Front To Back - Original Sin Mix,15,Intenso y oscuro,0.3175,-1.5624
Surgeon,Raw Trax 2,7,Intenso y oscuro,1.0311,-0.3305
Michael Kiwanuka,Solid Ground,54,Acústico y calmado,-2.5189,0.4302
Said The Sky;William Black;SayWeCanFly,On My Own,57,Intenso y oscuro,0.1665,-0.912
Jeff Mills,Keaton's Theme - Blue Potential Version,7,Directo y hablado,0.1204,-0.9433
Frank Turner,Bob,30,Intenso y oscuro,0.0694,-0.5393
Howie Day,Longest Night,43,Intenso y oscuro,-0.6323,-1.1269
FKA twigs,killer,0,Bailable y positivo,0.7029,-0.2636
The Dandy Warhols,Little Drummer Boy,0,Intenso y oscuro,0.014,-1.6567
Chris Tomlin,I Believe In Jesus,40,Intenso y oscuro,-0.7871,0.1161
Bad Gyal,La Prendo,2,Bailable y positivo,1.9658,1.1079
Ludwig van Beethoven;Anatol Ugorski,"Bagatelle in A Minor, WoO 59 ""Für Elise""",0,Acústico y calmado,-4.1216,0.3787
Wiz Khalifa;Girl Talk,Big Daddy Wiz,0,Bailable y positivo,1.9357,1.2461
Tom Jones,She's A Lady,63,Bailable y positivo,1.1142,-0.4209
Oliver Tree;Robin Schulz,Miss You,0,Intenso y oscuro,0.3626,-0.5954
Autechre,Maphive 6.1,11,Acústico y calmado,-1.3416,-0.2152
Groundation;Ijahman Levi,Sleeping Bag O Wire,27,Bailable y positivo,0.7941,0.465
Dead Ghosts,What To Do,27,Intenso y oscuro,0.1554,-1.9962
New Found Glory,Ex-Miss,0,Intenso y oscuro,1.3707,-0.6879
Maglore,Me Deixa Legal,44,Bailable y positivo,1.9888,1.0708
Carl Craig,Twilight,7,Bailable y positivo,-0.5852,1.0463
Robert Haig Coxon,Dreaming,26,Acústico y calmado,-4.4009,-0.1068
Dear Jane,哀的美敦書,41,Intenso y oscuro,-0.1542,0.1957
DOLLA,Watch Me Glow,0,Intenso y oscuro,0.9682,-0.3499
Uno Svenningsson,Vågorna,35,Intenso y oscuro,1.203,-0.869
Oliver Wallace;Peggy Lee,"The Siamese Cat Song - From ""Lady and the Tramp""",19,Acústico y calmado,-1.0702,1.4952
Mefjus;Loadstar,If I Could - Loadstar Remix,17,Intenso y oscuro,-0.2668,-2.7232
Sujatha,Ariyathe,30,Intenso y oscuro,0.3892,-0.0944
Matadoria,I.O.Y.A (Ayyo Vayye),56,Bailable y positivo,0.95,0.436
Almafuerte,Desencuentro,39,Intenso y oscuro,0.749,-0.6757
SUPER☆GiRLS,Summer Lemon,27,Bailable y positivo,1.6952,-0.5535
